VNQI: Vanguard Global ex-U.S. Real Estate Index Fund ETF
Inception Date: 2010-11-01
Fund Holdings as of: 2020-03-23
Total Assets Under Management (in thousands):	3557606
Shares Outstanding: 97415000
Expense Ratio: 0.12%
Tracks This Index: S&P Global ex-U.S. Property Index
ETFdb.com Category: Global Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQI


Holding,Symbol,Weighting
Cinda Real Estate Co Ltd,600657,0.0061%
Eastern & Oriental Bhd,E&O,0.006%
Guangdong Highsun Group Co Ltd,000861,0.0057%
Intu Properties PLC,INTU,0.0056%
Beijing Hualian Department Store Co Ltd,000882,0.0051%
Eshraq Investments PJSC,ESHRAQ,0.0051%
Ying Li International Real Estate Ltd,5DM,0.005%
PP Properti Tbk PT,PPRO,0.005%
Capital & Regional PLC,CAL,0.0047%
Lbs Bina Group Bhd,LBS,0.0044%
Quabit Inmobiliaria SA,QBT,0.004%
Sweeten Real Estate Development Co Ltd,5525,0.0037%
Guangdong Shirongzhaoye Co Ltd,002016,0.0037%
Yunnan Metropolitan Real Estate Development Co Ltd,600239,0.0035%
DIMA HOLDINGS Co Ltd,600565,0.0031%
Lippo Cikarang Tbk PT,LPCK,0.0029%
Hung Ching Development & Construction Co Ltd,2527,0.0024%
Rongan Property Co Ltd,000517,0.0023%
Shenzhen Zhenye Group Co Ltd,000006,0.0022%
China Union Holdings Ltd,000036,0.0009%
Siam Future Development PCL,SF-F,0.0%
Bangkok Land PCL,BLAND-F,0.0%
SC Asset Corporation PCL,SC-F,0.0%
Singha Estate PCL,S-F,0.0%
Golden Land Property Development PCL,GOLD-F,0.0%
Property Perfect PCL,PF-F,0.0%
