VNQI: Vanguard Global ex-U.S. Real Estate Index Fund ETF
Inception Date: 2010-11-01
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	5737185
Shares Outstanding: 98611000
Expense Ratio: 0.12%
Tracks This Index: S&P Global ex-U.S. Property Index
ETFdb.com Category: Global Real Estate
Issuer: Vanguard
Structure: ETF
ETF Home Page: https://etfdb.com/etf/VNQI


Holding,Symbol,Weighting
Tianjin Guangyu Development Co Ltd,000537,0.0101%
China World Trade Center Co Ltd,600007,0.0101%
Dear Life Co Ltd,3245,0.0095%
Sunshine 100 China Holdings Ltd,2608,0.0092%
Xinyuan Real Estate Co Ltd,XIN,0.009%
Shanghai Industrial Development Co Ltd,600748,0.0089%
Sentul City Tbk PT,BKSL,0.0078%
Al-Andalus Property Company SJSC,4320,0.0071%
Eastern & Oriental Bhd,E&O,0.0067%
Mazaya Qatar Real Estate Development QSC,MRDS,0.0064%
Emaar Misr for Development SAE,EMFD,0.0061%
Ying Li International Real Estate Ltd,5DM,0.0059%
China Vast Industrial Urban Development Company Ltd,6166,0.0059%
Eshraq Investments PJSC,ESHRAQ,0.0058%
Dongwon Development Co Ltd,013120,0.0056%
Gree Real Estate Co Ltd,600185,0.0054%
Macrolink Culturaltainment Development Co Ltd,000620,0.0053%
Omaxe Ltd,OAXE,0.0049%
Lippo Cikarang Tbk PT,LPCK,0.0049%
Shenzhen Heungkong Holding Co Ltd,600162,0.0048%
Bright Real Estate Group Co Ltd,600708,0.0041%
Lbs Bina Group Bhd,LBS,0.004%
PP Properti Tbk PT,PPRO,0.0036%
Sweeten Real Estate Development Co Ltd,5525,0.0029%
Singha Estate PCL,S-F,0.0%
U City PCL,U-F,0.0%
Frasers Property (Thailand) PCL,FPT-F,0.0%
Bangkok Land PCL,BLAND-F,0.0%
Golden Land Property Development PCL,GOLD-F,0.0%
SC Asset Corporation PCL,SC-F,0.0%
Property Perfect PCL,PF-F,0.0%
Siam Future Development PCL,SF-F,0.0%
