IGM: iShares Expanded Tech Sector ETF
Inception Date: 2001-03-13
Fund Holdings as of: 2020-02-07
Total Assets Under Management (in thousands):	2064315
Shares Outstanding: 7900000
Expense Ratio: 0.46%
Tracks This Index: S&P North American Technology Sector Index
ETFdb.com Category: Technology Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IGM


Holding,Symbol,Weighting
Sykes Enterprises Inc,SYKE,0.0146%
Stamps.Com Inc,STMP,0.0141%
MACOM Technology Solutions Holdings Inc,MTSI,0.0138%
3D Systems Corp,DDD,0.0134%
MicroStrategy Inc,MSTR,0.0133%
SolarWinds Corp,SWI,0.0131%
Methode Electronics Inc,MEI,0.013%
ForeScout Technologies Inc,FSCT,0.0128%
Amkor Technology Inc,AMKR,0.0126%
MaxLinear Inc,MXL,0.0124%
Infinera Corp,INFN,0.0124%
Tenable Holdings Inc,TENB,0.0123%
Zuora Inc,ZUO,0.0117%
Benchmark Electronics Inc,BHE,0.0106%
AVX Corp,AVX,0.0105%
Switch Inc,SWCH,0.0096%
Cars.com Inc,CARS,0.0095%
Celestica Inc,CLS,0.0095%
TiVo Corp,TIVO,0.0093%
Ebix Inc,EBIX,0.0093%
SunPower Corp,SPWR,0.0089%
Shutterstock Inc,SSTK,0.0087%
Conduent Inc,CNDT,0.0084%
Extreme Networks Inc,EXTR,0.008%
TTEC Holdings Inc,TTEC,0.0078%
NETGEAR Inc,NTGR,0.0077%
Comtech Telecommunications Corp,CMTL,0.0076%
Harmonic Inc,HLIT,0.0066%
Benefitfocus Inc,BNFT,0.0058%
Plantronics Inc,PLT,0.0052%
Inseego Corp,INSG,0.0042%
